address,area,broker,code,email,englishName,fax,industry,legalRepresentative,listingDate,name,phone,postcode,secretaries,shortname,totalStockEquity,transferMode,website
天津开发区第九大街80号丰华工业园7号厂区,天津市,西南证券股份有限公司,831798,zq@boyiqd.com,"TIANJIN BOYI PNEUMATICS CO.,LTD.",022-59810963-100,仪器仪表制造业,陈乃克,20150123,天津博益气动股份有限公司,022-59810966,null,李祥,博益气动,30000000,协议,www.boyiqd.com
安徽省池州市贵池工业园区通港大道99号,安徽省,安信证券股份有限公司,831799,1178743213@qq.com,"Anhui Jiuhuashan Distillery Co.,Ltd",0566-3382987,酒、饮料和精制茶制造业,吴根才,20150121,安徽九华山酒业股份有限公司,0566-3382996,null,蒋尚龙,九华山酒,14400000,协议,http://www.jhsjy.com
北京市海淀区知春路23号8层06、07单元,北京市,太平洋证券股份有限公司,831800,lili@iton.cn,"Itonology Co., Ltd.",010-82351130,计算机、通信和其他电子设备制造业,马俊杰,20150119,北京高科中天技术股份有限公司,010-82350749,null,李丽,高科中天,22100000,做市,www.iton.cn
银川市黄河东路 867 号,宁夏回族自治区,财通证券股份有限公司,831801,yc51890@163.com,"Yinchuan City Homemaking Commercial Service Co., Ltd.",0951-8645755-816,商务服务业,刘光华,20150123,银川城市管家商业服务股份有限公司,0951-8645755-816,null,刘彦海,城市管家,15000000,协议,www.yccsgj.com
天津市河西区洞庭路24号(her power创业基地内),天津市,华鑫证券有限责任公司,831803,jiangliwork@163.com,Tianjin Star Road culture communication Limited by Share LTD,0751-8226230,商务服务业,郭星路,20150115,天津星路文化传播股份有限公司,0751-8226230,null,蒋丽,星路文化,15000000,协议,http://www.xuantai.net
肇庆市端州区肇庆大道南侧、端州八路西侧2区厂区,广东省,国泰君安证券股份有限公司,831804,terence.long@zq-beryl.com,"Zhao Qing Beryl Electronic Technology Co., Ltd.",0758-2862870,计算机、通信和其他电子设备制造业,刘泳澎,20150120,肇庆绿宝石电子科技股份有限公司,0758-2862871转8087,null,龙浩,绿宝石,51065665,协议,http://www.zq-beryl.com
上海市嘉定区马陆镇复华路33号1幢3层362室,上海市,东北证券股份有限公司,831805,chenchen@visionet.com.cn,"Shanghai Visionet Information Technology Corp.,Ltd;Visionet",021-52716521,软件和信息技术服务业,顾立庭,20150120,上海微企信息技术股份有限公司,021-51099515,null,陈琛,微企信息,21672000,做市,www.visionet.com.cn
北京市海淀区魏公村街1号韦伯豪6号楼1单元3A04室,北京市,浙商证券股份有限公司,831806,chenlei@allsmart.com,"Beijing Allsmart Technology Development Co.,Ltd.",010-88571085,零售业,郭伟渺,20150121,北京奥斯马特科技发展股份有限公司,010-88572800,null,陈磊,奥斯马特,13570000,协议,www.allsmart.com
湖南省邵阳市双清区,湖南省,华西证券股份有限公司,831807,yaohongchun5210820@126.com,Shaoyang Victor Hydraulics CORP.,0739-5131015,通用设备制造业,粟武洪,20150127,邵阳维克液压股份有限公司,0739-5131298,null,姚红春,维克液压,62920000,协议,http://www.shaoyecn.com
江苏省无锡市新区硕放工业集中区E18-2号地块,江苏省,招商证券股份有限公司,831809,s62160@163.com,"WUXI XINAN FOUNDRY MACHINERY CO.,LTD",0510-85219600,专用设备制造业,朱旭东,20150122,无锡锡南铸造机械股份有限公司,0510-85216260,null,陆海燕,锡南铸机,33000000,做市,www.xnfm.cn
湖南省株洲市天元区中小企业园A5栋2楼,湖南省,招商证券股份有限公司,831811,zp93@hnzpfl.com,"Hunan Zhongpu Technology Co.,Ltd",0731-22896369,电气机械和器材制造业,殷建军,20150123,湖南中普防雷股份有限公司,0731-22931106,null,赵毅,中普技术,39294750,协议,http://www.hnzhongpu.com
广州市海珠区新港东路1000号保利世界贸易中心写字楼东塔15层,广东省,海通证券股份有限公司,831813,mail2r@qq.com,Guangdong Guangxin Information Industry Co. Ltd.,020-89203312,软件和信息技术服务业,朱丹阳,20150116,广东广新信息产业股份有限公司,020-89203339,null,余锐,广新信息,76000000,做市,www.gdiic.com
无锡市新区南站工业集中区B区B-07地块,江苏省,山西证券股份有限公司,831814,info@fodoo.com,"Wuxi Fodoo Technology Co.,Ltd. 缩写：FODOO",0510-88204743,通用设备制造业,沈俊,20150127,无锡富岛科技股份有限公司,0510-88202825,null,成芳,富岛科技,11200000,做市,www.fodoo.com
上海漕河泾开发区松江高科技园莘砖公路518号23幢505室,上海市,国泰君安证券股份有限公司,831815,zhouyunpeng@shsany.com,"Shanghai Sany Electronics&Technology Co.,Ltd",010-82074252,软件和信息技术服务业,景杰,20150120,上海山源电子科技股份有限公司,010-65525166,null,周云鹏,山源科技,55620000,做市,www.shsany.com
东莞市黄江镇旧村,广东省,东莞证券股份有限公司,831816,lcl6726@xinruidg.cn,"Guangdong Sunrise Electronics Technology Co.,Ltd",0769-83621918,计算机、通信和其他电子设备制造业,颜呈龙,20150129,广东兴锐电子科技股份有限公司,0769-83511982,null,陆翠莲,兴锐科技,37000000,做市,http://www.sunrisedg.cn
中山市火炬开发区沿江东路13号毓达工业园内第一幢一层、三层，第三幢一层,广东省,广发证券股份有限公司,831818,1002572783@qq.com,"ZHONGSHAN XINHUI PRECISION TECHNOIOGY CO.,LTD.",0760-28139668,专用设备制造业,夏炎,20150122,中山鑫辉精密技术股份有限公司,0760-28139683,null,谭艳萍,鑫辉精密,46140000,做市,http://www.zsxinhui.com
上海市闵行区金都路3679弄8号2层西侧,上海市,新时代股份有限公司,831819,zhangyh@excilon.cn,"Shanghai Excilon New Materials Co., Ltd",021-24283828,化学原料和化学制品制造业,李力锋,20150114,上海宜瓷龙新材料股份有限公司,021-24283880,null,张浴晖,宜瓷龙,30000000,协议,www.excilon.cn
常州市新北区玉龙中路66号,江苏省,东方花旗证券有限公司,831820,road831820@163.com,"Changzhou Road Structure Damping Equipments CO. ,Ltd",0519-83188323,专用设备制造业,张敏,20150114,常州容大结构减振股份有限公司,0519-83188576,null,吴江,容大股份,15580000,协议,www.czroad.com
江西省赣州市南康区龙岭工业园西区,江西省,光大证券股份有限公司,831821,lmy@cnhynm.com,"Jiangxi HuaYuan New Material Co.,Ltd.(HYNM)",0797-6565981,非金属矿物制品业,刘春明,20150115,江西华源新材料股份有限公司,0797-,null,李明昱,华源新材,40000000,协议,www.cnhynm.com
杭州市经济技术开发区白杨街道6号大街452号,浙江省,国金证券股份有限公司,831822,yaozongxian@meorient.com,Zhejiang Meorient Commerce&Exhibition Inc.,021-51797009,商务服务业,潘建军,20150127,浙江米奥兰特商务会展股份有限公司,021-51797078,null,姚宗宪,米奥会展,75123000,协议,www.meorient.com
江苏省盐城市阜宁县阜城镇环保滤料产业园66号,江苏省,申万宏源证券有限公司,831824,jsdfld@163.com,"Jiangsu Oriental Filter Bag Co.,Ltd",0515-87396611,纺织业,张之荣,20150119,江苏东方滤袋股份有限公司,0515-87225262,null,张娟,东方滤袋,53230454,协议,www.fneast.com
上海市普陀区金沙江路1628弄1号11层1201室,上海市,海通证券股份有限公司,831825,831825@blueseahr.cn,"Shanghai Bluesea HR Co., Ltd.",021-69111121,商务服务业,王彦博,20150123,上海蓝海人力资源股份有限公司,021-69001093,null,李宏达,蓝海股份,30289716,协议,www.blueseahr.com
江苏省苏州张家港市金港镇南沙三甲里路,江苏省,国融证券股份有限公司,831826,984155138@qq.com,"ZhangJiaGang HuaLing Medical Equipment Co.,Ltd.",0512-58391718,专用设备制造业,周建芳,20150123,张家港华菱医疗设备股份公司,（0512）58188729,null,张玉霞,华菱医疗,7700000,协议,http://www.hmecz.com/
江苏省无锡市锡山经济开发区蓉通路55号,江苏省,广发证券股份有限公司,831828,tony_wang@leater.com.cn,Jiangsu Leater Green Packaging Corp.Ltd,0510-68756680,造纸和纸制品业,null,20150121,江苏利特尔绿色包装股份有限公司,0510-68000555转802,null,王恒,利特尔,40275000,协议,http://www.leater.com.cn
大连高新园区软件园东路40号23号楼702A号,辽宁省,中国中投证券有限责任公司,831829,zhanghailong@tfrunning.com.cn,"Dalian Tongfang Softbank Science and Technology Co.,Ltd.",0411-84657887,软件和信息技术服务业,文高国,20150122,大连同方软银科技股份有限公司,0411-84657776,null,张海龙,同方软银,38880000,协议,http://www.tfrunning.com.cn
上海金山区秋实路688号,上海市,申万宏源证券有限公司,831830,suny@he-ch.com,"Shanghai HeChuang Chemical Co.,Ltd.",021-37285163,化学原料和化学制品制造业,安丰发,20150120,上海和创化学股份有限公司,021-37285193,null,孙颖,和创化学,12000000,协议,www.he-ch.com
天津空港经济区环河南路88号2-3128号,天津市,申万宏源证券有限公司,831831,null,null,null,金属制品业,王成晓,20150119,天津大无缝彩涂板股份有限公司,022-24801078,null,王政,天津彩板,65000000,协议,null
山西太原高新区开拓巷12号10幢（创业大楼B座三层、一层东部）,山西省,东吴证券股份有限公司,831832,346910778@qq.com,"SHANXI KEDA AUTOMATIC CONTROL CO.,LTD",0351-7021780,软件和信息技术服务业,付国军,20150127,山西科达自控股份有限公司,0351-7026650,null,任建英,科达自控,45000000,协议,http://www.sxkeda.com
江苏省昆山市千灯镇石浦机场路歇马桥,江苏省,首创证券有限责任公司,831833,szshgz@163.com,"Suzhou Hongguanzhuang Chinese Medicine Co.,LTD",0512-57400917,医药制造业,周翠霞,20150121,苏州红冠庄国药股份有限公司,0512-57228166,null,宋平,红冠庄,18381000,协议,www.hongguanzhuang.com
镇江高新技术产业开发园区潘宗路1号,江苏省,招商证券股份有限公司,831834,fxf@sanweijs.com,"Zhenjiang Sanwei Conveying Equipment Co., Ltd",0511-88886260,橡胶和塑料制品业,李光千,20150126,镇江三维输送装备股份有限公司,0511-88886390,null,范雪飞,三维股份,62526200,协议,http://www. sanweijs.com
山东省潍坊市高新区卧龙东街2237号,山东省,中泰证券股份有限公司,831835,sukahandm@163.com,"Shandong Sukahan Bio-technology Co.,Ltd.",0536-2227077,化学原料和化学制品制造业,韩威华（HAN.David Weihua）,20150126,山东苏柯汉生物工程股份有限公司,18953670045,null,杨咏梅,苏柯汉,37760000,做市,www.sukahan.com
中山市火炬开发区孙文东路310号,广东省,长江证券股份有限公司,831837,sqbod@gdshuoquan.com,Guangdong Shuoquan Landscaping Limited Company,0760-88782251,土木工程建筑业,甄池安,20150122,广东硕泉园林股份有限公司,0760-88716728,null,卢倩瑜,硕泉园林,74857500,做市,www.shuoquan.com.cn
敦化经济开发区华瑞路3号,吉林省,国泰君安证券股份有限公司,831838,jlfkyy@163.com,"JiLin FuKang Pharmaceutical Co., Ltd.",0433-6342159,医药制造业,胡启超,20150203,吉林福康药业股份有限公司,0433-6342059,null,巨仁,福康药业,15220000,协议,www.jlfkyy.com
成都高新区益新大道288号石羊工业园二号楼四楼,四川省,西南证券股份有限公司,831839,dsb@catvgd.com,"Chengdu Guangda New Network Electronic Co., Ltd.",028-85143121,计算机、通信和其他电子设备制造业,康永淮,20150115,成都广达新网科技股份有限公司,028-85143121,null,余小红,广达新网,94804000,做市,http://www.catvgd.com
北京市海淀区蓝靛厂南路55号(金威大厦)302室,北京市,中航证券有限公司,831840,zhengquanshiwu@831840.com.cn,"Beijing Dongguang Property Management CO.,Ltd",010-51501159,房地产业,黄旭东,20150122,北京东光物业管理股份有限公司,010-51501190,null,王振江,东光股份,51000000,做市,www.dgwycn.com
石家庄高新区天山大街266号002-307房间,河北省,中原证券股份有限公司,831841,794264472@qq.com,"Shijiazhuang Zhongyang Network Technology CO.,LTD.",0311-85673677,电信、广播电视和卫星传输服务,李建中,20150122,石家庄中扬网络科技股份有限公司,0311-85673648,null,郝丽伟,中扬科技,29100000,协议,www.zykjnet.com
上海嘉定区安亭镇园区路1218号2幢2108室,上海市,东北证券股份有限公司,831842,chenjuan@mingguan.com.cn,"Shanghai Mingguan Purification Materials Co.,Ltd.",021-54288558,纺织业,周慎,20150122,上海名冠净化材料股份有限公司,021-54288558,null,陈娟,名冠股份,11115000,协议,www.filterpaper.com.cn
辽宁省大连市高新技术产业园区软件园路80号大连理工大学科技园B座3楼301、313、314室,辽宁省,中原证券股份有限公司,831843,rongxinyuan@huinontech.com,"Dalian Huinon Technology co., ltd",0411-84890022,科技推广和应用服务业,徐昶斗,20150122,大连汇能科技股份有限公司,0411-84890011,null,荣心源,汇能科技,5300000,协议,http://www.huinontech.com
河北省河间市尊祖庄乡李张各村（时北路南侧）,河北省,财达证券股份有限公司,831844,wpzh188@163.com,"CANGZHOU HUIYOU CABLE STOCK CO.,LTD.",0317-3815546,电气机械和器材制造业,李继柱,20150203,沧州会友线缆股份有限公司,0317-3815217,null,王盼中,会友线缆,130000010,做市,http://www.huiyou-group.cn; http://www.huiyou-group.com
安徽省马鞍山市经济技术开发区阳湖路1450号,安徽省,中国中投证券有限责任公司,831845,cyma@cyma-al.com,"Cyma Precision Aluminium Co.,Ltd",0555-2109570,有色金属冶炼和压延加工业,徐萍,20150122,马鞍山市新马精密铝业股份有限公司,0555-2109932,null,林玥,新马精密,24300000,协议,http://www.cyma-al.com
杭州经济技术开发区22号大街52号5幢1楼,浙江省,浙商证券股份有限公司,831847,122044615@qq.com,"Hangzhou Zhongbing Environmental ProtectionCo.,Ltd.",0571-85240051,专用设备制造业,姚学民,20150123,杭州中兵环保股份有限公司,0571-85240051,null,姚庚钰,中兵环保,25000000,协议,www.hzzbhb.com
绵阳市高新区菩提寺村,四川省,安信证券股份有限公司,831849,570950013@qq.com,"Mianyang Zhonggong Machinery Co., Ltd.",0816-2553618,专用设备制造业,马孟庠,20150120,绵阳众工机械股份有限公司,0816-2553618,null,胥春梅,众工机械,39000300,协议,http://www.myzgjx.com
贵州省黔南州独山县基长农业示范园区,贵州省,中泰证券股份有限公司,831851,527498013@qq.com,"Guizhou Green Health Farmer Organic Agriculture Co.,Ltd.",0854-3395820,农业,倪石寿,20150126,贵州绿健神农有机农业股份有限公司,0854-3395820,null,廖招梅,绿健神农,56950000,做市,www.gzljsn.net
宁波市鄞州区钟公庙街道贸城西路157号联盛广场城市新贵大楼1603室,浙江省,西南证券股份有限公司,831853,Jwq55@sina.com,"Ningbo Shiyou Information Technology Co.,Ltd",0574-88189301,互联网和相关服务,余政,20150123,宁波世游信息科技股份有限公司,13780006031,null,蒋文麒,世游科技,11456800,协议,www.tripbe.com
台州市椒江区洪家街道经中路2289号,浙江省,招商证券股份有限公司,831854,feedback@maxsewing.com,ZHEJIANG MAX SEWING COMPANY LIMITED,0576-89088086,专用设备制造业,茅小勇,20150205,浙江曼克斯缝纫机股份有限公司,0576-89088086,null,王成,曼克斯,46000000,做市,www.maxsewing.com
浙江省台州市路桥区横街镇下云村,浙江省,广发证券股份有限公司,831855,security@danau.cn,"ZHEJIANG DANAU INDUSTRIES CO., LTD.",0576-82646000,通用设备制造业,王洪仁,20150203,浙江大农实业股份有限公司,0576-82647922,null,王靖,浙江大农,53690000,协议,http://www.danau.cn
安徽省明光市体育路151号,安徽省,国元证券股份有限公司,831856,hmsw@mghm.cn,"Mingguang Haomiao Security Protection Technology Co.,Ltd.",0550-8097249,专用设备制造业,倪军,20150127,明光浩淼安防科技股份公司,0550-8156287,null,倪红艳,浩淼科技,66290000,协议,http://www.mgxf.com
广州市增城石滩镇顾屋村平岭(土名),广东省,招商证券股份有限公司,831857,zengliganggou@163.com,"Guangzhou Cinix Steel Pole Structures CO.,Ltd",020-82920386,金属制品业,高宏辉,20150216,广州增立钢管结构股份有限公司,020-82998777,null,罗东勇,增立钢构,98000000,协议,null
江苏省昆山市陆家镇合丰开发区珠竹路28号,江苏省,太平洋证券股份有限公司,831861,jacky@plotech.cn,"PLOTECH TECHNOLOGY(KUNSHAN)CO.,LTD",0512-57877660,计算机、通信和其他电子设备制造业,李齐良,20150206,柏承科技（昆山）股份有限公司,0512-57876868,null,黄坤雄,柏承科技,301000000,协议,www.plotech.cn
厦门市火炬高新区（翔安）产业区翔岳路 25 号西北,福建省,东北证券股份有限公司,831862,zero_star2000@163.com,"ZL DIAMOND TECHNOLOGY CO., LTD.",0592-5551910,非金属矿物制品业,阮克荣,20150130,厦门致力金刚石科技股份有限公司,0592-5507066,null,赵红芳,致力科技,11900000,协议,www.stone-tool.com
河南省沁阳市长城路南200米沁木路东侧,河南省,招商证券股份有限公司,831863,jztaili@163.com,"JiaoZuo TaiLi Creation Machinery Co.,Ltd",0391-2100995,专用设备制造业,蒋爱成,20150225,焦作泰利机械制造股份有限公司,0391-2102777,null,牛金枝,焦作泰利,20000000,协议,www.jztljx.com
北京市海淀区上地三街9号A座A1008、1010室,北京市,金元证券股份有限公司,831864,xingwen@chnfuture.com.cn,"Beijing ChnFuture Information Technology Co.,Ltd.",010-62963966,软件和信息技术服务业,孙玮,20150127,北京华夏未来信息技术股份有限公司,010-85170931,null,邢文,华夏未来,12000000,协议,www.chnfuture.com.cn
山东省威海市火炬高技术产业开发区福田路10-14号,山东省,招商证券股份有限公司,831865,enkteresa@163.com,"Weihai Carine Electric Co.,Ltd",0631-5625555,计算机、通信和其他电子设备制造业,张杰,20150203,威海凯瑞电气股份有限公司,0631-5620000,null,张晓莉,凯瑞电气,15120000,协议,www.carine.cn
江苏省江阴市周庄镇世纪大道北段388号,江苏省,国融证券股份有限公司,831867,pingfan@ylsl.net,"Jiang yin Yan Li Automobile Decorative Parts Co.,Ltd",0510-86225986,汽车制造业,庄鸣,20150123,江阴延利汽车饰件股份有限公司,0510-86239615,null,平凡,延利股份,22000000,协议,www.jyylsj.com
浙江省仙居县杨府三里溪,浙江省,光大证券股份有限公司,831868,yingxf@xnchem.com,"Zhejiang XinNong Chemical Co.,Ltd.",0571－87243169,医药制造业,徐群辉,20150127,浙江新农化工股份有限公司,0571－87223148,null,应小锋,新农股份,90000000,协议,http://www.xnchem.com/
江苏省苏州工业园区仁爱路150号独墅湖高教区第二教学楼C316室,江苏省,东海证券股份有限公司,831869,info@szsep.com,"Suzhou SouthEast Pharmaceuticals Co.,Ltd",0512-62729923,研究和试验发展,詹小舟,20150127,苏州东南药业股份有限公司,0512-62729923,null,李锐,东南药业,16499999,做市,http://www.szsep.com/
山东省烟台市莱山区恒辉路18号,山东省,招商证券股份有限公司,831870,1449719306@qq.com,"Yantai Oceanair Air-Conditioning Co.,Ltd.",0535-3461011,通用设备制造业,韦万富,20150211,烟台欧森纳地源空调股份有限公司,0535-3461012,null,殷立环,欧森纳,46600000,协议,www.oceanaircorp.com
温县番田镇西工业区,河南省,国泰君安证券股份有限公司,831871,qqingmy@163.com,Henan Wanlong Precise Casting CORP. Wanlong Precise Casting,0391-6516573,黑色金属冶炼和压延加工业,李献中,20150128,河南省万隆精密铸造股份有限公司,0391-6516098,null,张俊青,万隆精铸,15000000,协议,http://www.chinawanlong.cn
安徽省安庆市岳西县莲云乡腾云村（县经济开发区）,安徽省,国元证券股份有限公司,831875,ahyswj@163.com,"Anhui Yuesu Automotive Industrial Co.,Ltd",0556-5775777,汽车制造业,储岳清,20150129,安徽岳塑汽车工业股份有限公司,0556-5775666,null,王进,岳塑股份,10000000,协议,www.ahys.cc
浙江省杭州市余杭区运河街道庙河路93号1-5幢,浙江省,方正证券股份有限公司,831876,xsj@hczr.com,"Zhejiang Huachen New Material Co.,LTD",0571－86216969,纺织业,孙月华,20150206,杭州华辰植绒股份有限公司,0571－86216968,null,吴艳君,华辰股份,31500000,做市,www.hczr.com
江西省赣州市龙南县东江乡晓坑村,江西省,平安证券有限责任公司,831879,ph16162008@126.com,"Longnan Longyi Heavy RE Technology Co.,Ltd.",0797-3505067,有色金属冶炼和压延加工业,杨清,20150129,龙南龙钇重稀土科技股份有限公司,0797-6580736,null,朱福生,龙钇科技,68625000,协议,www.jxlong.com
深圳市龙岗区龙岗街道同乐社区浪背路第六工业区 7，8 厂房,广东省,方正证券股份有限公司,831880,2355953015@qq.com,"Shenzhen Chunwang Environmental Protection Technology Co., Ltd",0755-89889903,化学原料和化学制品制造业,王建萍,20150217,深圳市春旺市环保科技股份有限公司,0755-89889919,null,杨甘豆,春旺环保,32009058,做市,www.chun-wang.com
东莞市塘厦镇清湖头长富路8号,广东省,东莞证券股份有限公司,831881,zhangax@china-xjx.com.cn,"DongGuanXinJuOptoelectronicTechnologyCo.,Ltd",0769-38981158,计算机、通信和其他电子设备制造业,蔡文珍,20150129,东莞市鑫聚光电科技股份有限公司,0769-38981128,null,张安祥,鑫聚光电,35000000,做市,http://www.china-xjx.com.cn/
湖南省长沙市芙蓉区五一大道456号亚大时代22楼,湖南省,方正证券股份有限公司,831882,rcy502@163.com,"HUNAN ZHOGNYI MEDIA CO.,LTD",null,商务服务业,文高永权,20150130,湖南众益文化传媒股份有限公司,0731-84486611,null,宋翼湘,众益传媒,80660000,做市,http://www.zycm.cc
南京市六合区瓜埠镇神冈路 10 号,江苏省,申万宏源证券有限公司,831883,kenyo@kindnic.com,Nanjing kenyo Precision Machine Manufacture Co. Ltd,025-52812098,通用设备制造业,李进,20150127,南京嘉翼精密机器制造股份有限公司,025-52812098,null,余晓敏,嘉翼精机,19280000,协议,http://www.kindnic.com
福建省漳州市芗城区胜利路漳州发展广场十一层B号,福建省,中泰证券股份有限公司,831884,505849723@qq.com,"FUJIAN CHENGDAXING INTELLIGENT TECHNOLIGY CO.,LTD.",0596-2626127,软件和信息技术服务业,黄振辉,20150130,福建成达兴智能科技股份有限公司,0596-2662608,null,黄惠云,成达兴,24050000,做市,http://www.cdxgf.com
合肥市高新区创新产业园二期H区6号楼,安徽省,西藏东方财富证券股份有限公司,831886,fyx828@126.com,"Anhui YunZhi Information Technology Co.,LTD",0551-63733096,软件和信息技术服务业,符贵,20150206,安徽云智科技信息股份有限公司,0551-63623099,null,符玉霞,云智科技,20000000,协议,http://www.yunzhy.com
黑龙江省哈尔滨市南岗区长江路380号宏洋大厦,黑龙江省,中国银河证券股份有限公司,831888,ir@kenfeng.com,"BeidahuangKenFeng Seed Co., Ltd.",0451-56167025,农业,姜涛,20150127,北大荒垦丰种业股份有限公司,0451-56160818,null,黄大龙,垦丰种业,432510000,协议,www.kenfeng.com
上海市闵行区莘建东路58弄2号1005室,上海市,安信证券股份有限公司,831891,lindayang@xdjy100.com,"Shanghai Action Education Technology CO., LTD",021-613046208500,教育,李践,20150128,上海行动成功教育科技股份有限公司,021-60260658,null,杨林燕,行动教育,63251857,协议,www.xdjy100.com
天津市津南区八里台镇工业园区,天津市,中泰证券股份有限公司,831892,182116454@qq.com,"Tianjin XinBo Power Compourd Insulators Manufacturing CO.,LTD.",022-28678918,电气机械和器材制造业,贾士民,20150204,天津市新玻电力复合绝缘子制造股份有限公司,022-28678919,null,张彤,新玻电力,36874000,做市,www.xinbopowerltd.com
余姚市丈亭镇台商投资园区,浙江省,财通证券股份有限公司,831893,jenny@wugucopper.com,"Zhejiang Wugu Copper Co.,Ltd.",0574-62998899,电气机械和器材制造业,黄孟波,20150217,浙江五谷铜业股份有限公司,0574-62998807-203,null,朱喜儿,五谷股份,66495666,协议,http://www.wugucopper.com
深圳市福田区福华一路88号深圳中心商务大厦2102室,广东省,安信证券股份有限公司,831894,huan.z.z@chinagreatop.com,"Greatop Co., Ltd. (GREATOP)",021-31210170,批发业,金恩光,20150205,深圳市高捷联股份有限公司,021-31210166,null,郇正中,高捷联,75000000,协议,www.cngreatop.com
长沙高新开发区文轩路27号麓谷钰园B6栋,湖南省,中信建投证券股份有限公司,831895,lcq668@aliyun.com,"AVE Science&Technology CO.,LTD",0731-88907046,专用设备制造业,丁建文,20150205,爱威科技股份有限公司,0731-88800221,null,林常青,爱威科技,51000000,协议,http://www.c-ave.com/
瑞安市经济开发区天瑞路88号5楼,浙江省,财通证券股份有限公司,831896,zer@thinktz.com,"Zhejiang Thinking Investment Management Co., Ltd",0577-88383712,资本市场服务,岳志武,20150130,浙江思考投资管理股份有限公司,0577-88383702,null,张尔,思考投资,360000000,做市,www.thinktz.com
张家港市杨舍镇沙洲西路115号天霸商务馆A幢4F,江苏省,英大证券有限责任公司,831897,zhangenq@sinoyd.com,"Jiangsu Yuanda Information CO.,LTD.",0512-58549682,软件和信息技术服务业,陶广宇,20150128,江苏远大信息股份有限公司,0512-58698878,null,张恩强,远大信息,23000000,协议,www.sinoyd.com
北京市门头沟区石龙经济开发区永安路20号3号楼B1-4086室,北京市,东北证券股份有限公司,831901,longkexing@longkexing.com,"Beijing Longkexing Trenchless Engineering Co., Ltd.",010-88497232-8001,土木工程建筑业,黄满虎,20150128,北京隆科兴非开挖工程股份有限公司,010-88497232,null,闫菁,隆科兴,60000000,协议,www.longkexing.com
福州市鼓楼区乌山西路北侧（工业路451号）鼓楼科技商务中心大厦第九层,福建省,东兴证券股份有限公司,831903,sunxy@huichuantech.com,"Fu jian HC Technology of Internet of things Co.,Ltd",0591-83951188,软件和信息技术服务业,郑文,20150128,福建汇川物联网技术科技股份有限公司,0591-85510927,null,孙小燕,汇川科技,43365000,做市,www.huichuantech.com
湖北省仙桃市桃花岭大道东段10号,湖北省,民生证券股份有限公司,831905,61334732@qq.com,"Hubei Ouhuada Fiber Technology Co.,Ltd",0728-3505889,造纸和纸制品业,张远华,20150205,湖北欧华达纤维科技股份有限公司,0728-3505888,null,张静,欧华达,30000000,协议,www.ouhuada.com
浙江省余姚市金舜东路518号,浙江省,华龙证券股份有限公司,831906,kmdy@sunny-optics.com,"Ningbo Sunny Mould Co.,Ltd.",0086-574-62882301,专用设备制造业,倪文军,20150204,宁波舜宇模具股份有限公司,0086-574-62555858,null,董云,舜宇模具,55770000,协议,www.sunnymould.com
上海市张江高科技园区郭守敬路498号1幢201/02室,上海市,方正证券股份有限公司,831907,crystalli1984@126.com,"Shanghai Jiayou Culture Technology Joint Stock Co.,Ltd.",021-62141501,新闻和出版业,陈宁宁,20150130,上海佳友文化科技股份有限公司,021-62145815,null,李晶晶,佳友科技,10000000,协议,null
安徽省芜湖市南陵县经济开发区,安徽省,上海证券有限责任公司,831908,xiewei@sh-guqi.com,"GUQI DownFeather Co., Ltd",0553-2392288,皮革、毛皮、羽毛及其制品和制鞋业,谢玉成,20150128,古麒羽绒股份公司,0553-2392800,null,谢伟,古麒羽绒,99600000,协议,http://www.guqiyr.com
新乡市南环路中段,河南省,中原证券股份有限公司,831909,xxbaichuan@126.com,"Henan Baichuan Lock Industry Co., Ltd.",0373-5111889,汽车制造业,刘尚宁,20150130,河南百川锁业股份公司,0373-5111889,null,丁弘,百川锁业,30000000,协议,www.xxbaichuan.com
上海市奉贤区远东路733弄7号第14幢,上海市,东北证券股份有限公司,831910,yyh@shmondial.com,Shanghai Mondial Test & Assembly System Inc,021-37199006,专用设备制造业,姜鸣,20150203,上海梦地工业自动控制系统股份有限公司,021-67104878,null,姚月花,梦地自控,5000000,协议,www.shmondial.com
浙江省丽水市缙云县壶镇镇兴业路1号,浙江省,浙商证券股份有限公司,831911,info@julihuang.com,"ZHEJIANG JULIHUANG SAWING MACHINE GROUP CO.,LTD",0578-3995813,通用设备制造业,李新富,20150210,浙江锯力煌锯床股份有限公司,0578-3559083,null,方小雪,锯力煌,40000000,协议,www.julihuang.com
辽宁省大连市甘井子区凌水街道小平岛村（小平岛C区C组团）梦海南园134号,辽宁省,信达证券股份有限公司,831912,1463830179@qq.com,"Dalian Jin Sanyuan Ecological Garden Engineering Corp.,LTD",0411-82655323,土木工程建筑业,韩福连,20150130,大连金三元生态园林工程股份有限公司,0411-82655303,null,金锋昌,金三元,51000000,做市,www.dljsy.cn
东莞松山湖高新技术产业开发区信息路5号融易大厦主楼第5层,广东省,广发证券股份有限公司,831914,xxy640218@163.com,"Dongguan Richtek Electronics Co.,Ltd.",0769-87899658,专用设备制造业,杨琪,20150129,东莞瑞柯电子科技股份有限公司,0769-87899858,null,肖新员,瑞柯科技,33000000,协议,http://www.windek.cn/
